"Gene.names","mIMCD_1","mIMCD_2","mIMCD_3","mIMCD_4"
"GPA33",2.30479559272254,2.53118305020832,2.24396322225959,1.14858997661605
"ZFP385A",407.692731512699,410.051654133748,418.623805574872,426.988323807015
"ITGA5",250.454454409183,251.712092215161,268.27826968348,240.342452606908
"GABRA2",0,0,0,0
"WDR77",1296.40910764655,1279.77458746216,1281.28554686294,1343.69234151899
"ADORA3",0,0,0,0
"ATP5PB",2988.80770696275,2940.6722192198,2863.54640085015,2987.19538168418
"SOX9",256.856664388968,255.368245509906,254.066502609169,247.233992466604
"HNRNPD",3356.54040466563,3213.35375679313,3408.37069804491,3448.51793136719
"DYNLT1C",134.328608911854,140.767526698919,124.058753388856,128.848823576788
"C1D",497.835848028069,524.517376515391,498.159835341629,478.674872754737
"GM2A",303.464753041801,288.273625162614,328.366618190653,299.494836402634
"KRIT1",637.66011398657,669.638538060668,641.02549382549,632.873077115441
"CLCN4",526.773837136697,548.422994211803,527.082027984086,523.182734348609
"VMN2R88",0,0,0,0
"GRM6",0,0,0,0
"SEMA4F",65.5586301929968,64.1233039386108,62.5816409763508,70.0639885735788
"HK2",376.449946811349,288.554867723749,370.253931672832,324.763815888187
"MYO18A",1481.47138932221,1502.96024670147,1531.13090532179,1481.6810698347
"SEZ6",0,0,0,0
"HAAO",0,0,0,0.287147494154012
"CD52",0,0,0,0
"ABHD15",17.3909631890875,27.6489561851089,19.8092086676138,14.3573747077006
"HOXB6",398.985725940191,440.144608175114,435.827523612196,424.116848865475
"LOXL3",64.33196676087,72.5212068140798,67.9796191721197,70.4286658911544
"TCL1B5",0,0,0,0
"BTN1A1",6.65829837897623,3.93739585587961,3.73993870376598,4.30721241231017
"KAT2B",617.42913045045,651.92025670921,653.741285418294,599.563967793576
"RAB5B",2006.43468147663,2085.97326350718,1980.66405763706,1976.71473533139
"CRYBA1",0,0,0,0
"DNMT3L",0,0,0,0
"AIRE",0,0,0.249329246917732,0.574294988308023
"ICOSL",267.100200356624,294.742204068702,274.262171609505,267.334317057385
"SPG7",944.197927818668,927.537966620783,950.941747744231,1003.00619707996
"SULT5A1",0,0,0,0
"RPL13",11626.1341869342,11094.8362290817,10929.9559020013,11443.5971973217
"CHMP1A",1221.79775254214,1161.53177748449,1118.49100167295,1142.84702673297
"RPA1",3111.21796177624,3160.04141690452,3047.0527265816,3165.51397555382
"SERPINF1",2.81697239110533,0,0.997316987670929,0.574294988308023
"TUBGCP3",1054.31593947097,1061.69066828182,1061.39460412879,1070.48585820616
"OPRM1",0,0,0,0
"POLR3D",247.637482018078,225.275291468541,241.101381769447,248.669729937374
