"Gene.names","mIMCD_1","mIMCD_2","mIMCD_3","mIMCD_4"
"IST1",1155.47,1140.16,1110.51,1148.88
"DHODH",264.28,244.68,252.82,253.84
"AP1G1",1794.92,1810.05,1834.23,1834.3
"PHLPP2",418.96,418.21,430.34,422.39
"IRX3",1298.88,1384.28,1380.29,1337.53
"CRNDE",49.17,40.22,35.9,42.21
"IRX5",402.83,420.74,433.08,404.59
"IRX6",0,0,0,0
"MMP2",15.88,18.28,13.96,18.09
"GNAO1",0,0.56,0.5,0
"ST3GAL2",1173.4,1216.94,1234.93,1280.39
"IL34",50.71,41.06,47.87,39.05
"AMFR",2631.56,2698.52,2689.02,2649.51
"COG4",794.64,798.73,785.14,804.01
"NUDT21",1215.97,1210,1181.3,1271.75
"BBS2",126,125.15,131.4,129.79
"CENPN",381.32,382.49,394.69,416.08
"MT4",0,0,0,0
"CDYL2",0,0,0.5,0
"MT3",0,0,0.25,0
"MT2",13.83,16.03,21.94,18.95
"MT1",122.41,130.5,126.91,143.57
"SLC12A3",0,0,0.5,0
"NUDT7",0,0,0,0
"HERPUD1",610,634.48,624.82,606.46
"CNTNAP4",0,0,0,0
"PSME3IP1",564.42,614.51,578.94,586.93
"PLLP",3.07,3.09,3.99,4.88
"ARL2BP",873.77,898.57,899.33,884.41
"CX3CL1",393.35,383.61,416.13,360.37
"CCL22",0,0,0,0
"CCL17",0,0.28,1.75,1.15
"CIAPIN1",731.9,681.73,671.94,713.27
"COQ9",450.72,433.39,435.33,459.72
"POLR2C",1164.95,1137.88,1051.27,1124.89
"ADGRG1",9894.49,9709.62,10024.53,9507.45
"DRC7",0,0,0,0
"KATNB1",409.49,403.3,414.63,418.66
"KIFC3",873.26,806.32,806.08,866.04
"CNGB1",0,0,0,0
"MMP15",955.47,921.63,931.49,1011.05
"TMEM38A",208.46,210.93,214.42,188.94
"USB1",327.02,321.74,316.4,346.01
"CFAP20",516.27,512.42,516.61,529.21
"TPM4",6534.1,6610.33,6657.84,6666.13
"PHXR4",0,0,0,0
"B3GNT3",169.79,190.4,185,188.94
"JAK3",415.38,424.68,403.58,391.96
"PGLS",539.15,578.74,536.79,543.53
"SLC27A1",419.98,453.93,409.9,451.4
"1700018B08RIK",0,0,0,0
"MAP1LC3B",2211.28,2235.25,2132.98,2194.92
"MVB12A",765.7,767.51,738.51,791.38
"MTHFSD",350.33,370.96,364.27,398.27
"COX4I1",3857.46,3588.94,3379.16,3820.21
"EMC8",1154.43,1173.51,1148.07,1135.52
"BABAM1",951.62,912.91,930.25,965.96
"GINS2",1177.08,1129.08,1077.23,1095.58
"GSE1",590.44,564.84,606.49,544.89
"ZDHHC7",488.36,532.67,517.11,505.67
"6430548M08RIK",120.11,133.31,139.38,136.68
"CRISPLD2",1.28,3.09,0.75,2.01
"USP10",1371.87,1394.4,1384.77,1468.76
"COTL1",365.69,351.27,331.36,384.78
"KLHL36",122.15,115.59,122.67,119.45
"DNAAF1",3.04,4.48,8.04,3.07
"TAF1C",207.47,215.17,206.14,198.22
"MAST3",758.79,771.73,775.16,738.83
"PIK3R2",1808.5,1842.98,1776.47,1881.68
"MBTPS1",2764.47,2834.93,2906.68,2876.93
"NECAB2",0.51,1.69,1.25,0.57
"IFI30",812.82,924.44,854.95,885.28
"HSBP1",1349.07,1246.19,1208.5,1317.43
"RAB3A",194.88,196.59,207.94,191.24
"CDH13",0,0,0,0
"PDE4C",220.24,232.59,207.19,238.33
"MPHOSPH6",338.04,305.43,307.17,306.67
"HSD17B2",0.26,0,0,0.86
"BCO1",0,0,0,0
"1700030J22RIK",51.22,49.78,50.86,60.3
"LSM4",1286.08,1121.03,1075.86,1259.72
"COMP",1.79,0.84,1.25,0.29
"NTPCR",144.18,132.75,131.4,144.72
"MAP3K21",828.7,843.17,883.87,842.78
"MAU2",945.22,965.79,945.46,1001
"PBX4",46.35,45.84,50.86,48.24
"LPAR2",453.79,475.58,464.75,472.07
"ATP13A1",940.61,1000.66,1013.77,976.59
"INTS10",355.96,370.68,376.74,375.01
"DCTN1",2753.72,2752.8,2763.07,2744.27
"PGR",0,0,0,0
"CDH5",0,0,0,0
"BEAN1",0,0,0,0
"CMTM3",285.03,313.59,285.48,317.87
"GM45711",0,0,0,0
"CES2G",0,0,0,0
"NAE1",579.53,597.36,573.21,609.61
"CIAO2B",725.5,629.98,614.6,675.66
"RRAD",68.12,75.65,65.82,76.67
"CDH16",1649.21,1688.02,1628.62,1674.36
"CAR7",3.59,3.66,3.99,6.6
"CES2D-PS",0,0,0,0
"CBFB",1835.9,1880.67,1925.57,1961.79
"CES2E",0,0,0.25,0
"TRADD",225.1,215.43,216.42,229.72
"PHAF1",341.73,353.39,358.72,349.4
"HSD11B2",49.68,48.65,45.38,44.8
"TSNAXIP1",3.59,2.81,2.49,2.87
"CTRL",0.77,0.84,0,0.29
"PSMB10",155.96,139.78,127.41,138.69
"DPEP3",0,0,0,0
"DUS2",97.31,102.93,105.96,107.39
"NFATC3",1075.78,1140.57,1161.19,1099.32
"PLA2G15",171.32,157.78,150.84,159.08
"SLC7A6",651.49,705.92,698.12,668.77
"SMPD3",7.94,9.56,6.48,5.46
"ZFP90",145.07,151.11,160.4,148.67
"HAS3",11.78,10.97,9.97,8.61
"VPS4A",476.84,486.55,473.97,495.62
"COG8",688.72,729.88,712.02,724.4
"NIP7",568.26,552.36,513.12,570.85
"MTMR2",895.54,894.07,923.27,920.02
"TMED6",7.17,13.5,9.23,7.75
"TERF2",474.28,478.11,482.2,477.81
"CEP57",732.16,730.95,709.84,740.27
"CYB5B",2012.85,2046.04,2060.71,2057.41
"MAML2",95.01,95.9,97.24,85.28
"1700012B09RIK",0,0,0,0
"MRE11A",590.8,596.8,641.52,584.92
"WWP2",748.8,743.89,777.91,792.81
"ANKRD49",96.03,107.72,108.21,100.5
"GPR83",0,0,0,0
"IZUMO1R",0,0,0,0
"PANX1",45.84,42.75,43.88,46.52
"MED17",434.33,427.77,375.74,412.92
"HEPHL1",0,0,0,0
"VSTM5",3.84,5.34,7.73,4.02
"4931406C07RIK",322.16,369.27,330.86,344.58
"TAF1D",257.62,280.12,253.82,275.37
"KARS",2189.56,2081.48,2072.42,2177.73
"ADAT1",102.18,111.37,106.96,110.55
"GABARAPL2",1274.3,1241.97,1165.61,1206.88
"TMEM231",306.79,317.8,353.3,322.47
"CHST5",0,0,0.75,0.57
"TMEM170",167.99,169.31,156.83,175.16
"CFDP1",1112.7,1092.35,1136.44,1134.81
"BCAR1",2991.88,2816.36,2926.13,2864.3
"CTRB1",0,0.28,0,0
"LDHD",5.63,5.57,6.23,5.46
"WDR59",451.48,452.8,457.02,435.6
"AARS",5473.38,5358.23,5379.03,5430.82
"CDH15",0,0.28,0,0
"BMPER",0.77,0,0,0.29
"TBX20",0,0,0,0
"GLB1L3",0,0,0,0
"AFG3L1",1065.33,1060.28,1042.45,1052.97
"ACAD8",215.88,236.24,220.41,221.1
"DBNDD1",90.14,91.12,103.22,84.71
"CCSAP",155.7,169.87,189.24,149.32
"ACTA1",14.34,13.22,19.2,15.51
"ABCB10",438.94,433.68,442.06,436.18
"URB2",396.42,396.27,399.92,364.39
"COG2",382.85,372.65,362.28,350.61
"AGT",61.72,77.9,65.82,60.3
"CAPN9",0,0,0,0
"ARV1",39.44,48.65,40.64,40.77
"2310022B05RIK",1357.27,1293.72,1339.65,1341.55
"2810004N23RIK",452.51,445.77,405.91,434.74
"GNPAT",1084.48,1105.74,1080.06,1066.43
"SPRTN",233.81,266.62,256.56,231.44
"EGLN1",1266.36,1122.16,1190.05,1146.87
"VPS26B",520.12,510.74,520.35,529.21
"JAM3",4.1,3.09,2.49,0.57
"SPATA19",0,0,0,0
"SNX19",345.72,360.83,373.25,360.66
"ADAMTS8",0,0.28,0.5,0.29
"ST14",3171.91,3126.01,3114.62,3183.03
"APLP2",7524.65,7569.08,7844.4,7547.1
"TRPC6",0,0,0,0
"1700128F08RIK",0,0,0,0
"BIRC3",83.23,88.87,86.52,96.19
"DCUN1D5",422.29,420.74,398.68,427.28
"PDGFD",310.38,309.37,328.12,291.74
"SESN3",79.9,67.22,74.55,68.63
"USP2",36.36,32.62,34.91,36.47
"THY1",0,0,0.25,0.29
"NECTIN1",0.77,2.25,3.74,1.72
"TRIM29",0,0,0.5,0
"OAF",143.41,144,135.14,138.12
"POU2F3",0,0.28,0.75,0
"GRIK4",0,0,0,0
"SC5D",390.79,403.86,411.39,417.8
"UBASH3B",47.12,42.75,42.14,35.89
"CRTAM",0,0,0,0
"JHY",0,0,0,0
"CLMP",0.51,1.41,3.24,2.01
"REXO2",341.62,337.49,308.42,335.39
"NXPE2",0.26,0,0,0
"CUL5",509.62,576.27,548.03,532.95
"BARX2",0,0.56,0,0
"KCNJ5",0,0,0,0
"ETS1",1519.88,1530.8,1511.43,1549.16
"KIRREL3",0,0,0,0
"ST3GAL4",121.9,102.37,97.74,105.38
"DCPS",287.08,274.49,262.29,277.96
"TIRAP",185.66,189,201.71,194.69
"SRPR",1115.26,1075.47,1111.01,1110.97
"RPUSD4",179.01,197.43,210.43,181.76
"ABHD12",474.79,445.49,460.51,474.37
"ACAT1",628.18,619.86,632.55,656.99
"4930510E17RIK",0,0,0,0
"RDX",1907.6,1950.14,1991.89,1961.5
"FDX1",108.33,104.34,100.48,103.09
"POU2AF1",0,0,0,0
"BTG4",0,0,0,0
"HOATZ",0,0,0,0
"PPP2R1B",448.36,462.19,425.97,438.01
"ALG9",254.2,264.32,246.26,253.23
"CRYAB",1794.16,1702.92,1841.55,1791.8
"2310030G06RIK",139.82,145.96,139.62,144.44
"DIXDC1",95.01,99.28,95.49,88.44
"TEX12",0,0,0,0
"BCO2",0,0,0,0
"PTS",53.27,58.78,55.1,57.43
"PLET1",93.22,79.59,93,97.92
"CADM1",1372.89,1322.12,1364.08,1435.45
"BUD13",225.1,219.37,217.66,226.56
"ZPR1",410.25,426.36,434.33,429.86
"APOA5",0,0,0.5,0
"APOA4",0,0,0,0
"APOC3",0,0,0,0
"APOA1",0,0,0.25,0
"TAGLN",24.07,22.22,32.66,29
"BACE1",419.64,418,438.59,390.04
"DSCAML1",0.26,0,0,0
"IL10RA",0,0,0,0
"TMPRSS4",1.54,4.78,2.24,2.58
"MPZL2",551.61,557.14,578.69,565.68
"CD3E",0,0,0,0
"CD3D",0,0,0,0
"ARCN1",1896.08,1890.51,1978.93,1931.07
"DDX6",2456.91,2672.37,2703.48,2548.15
"TREH",0,0,0,0
"PATE4",0,0,0,0
"DDX25",0.77,0,0.25,0.29
"PUS3",143.09,135.72,144.24,139.26
"PDZD3",0,0,0.25,0
"PATE6",0,0,0,0
"NLRX1",16.9,17.72,17.95,18.38
"ACRV1",0,0,0,0
"TRAPPC4",327.79,339.74,314.15,335.1
"CHEK1",449.18,439.86,411.64,451.68
"SLC37A4",148.79,125.15,124.91,131.8
"HYOU1",2353.71,2222.66,2308.79,2267.03
"STT3A",1839.23,1845.23,1879.19,1757.34
"FEZ1",0,0,0,0
"HINFP",133.68,145.96,155.33,135.82
"C2CD2L",322.93,324.27,320.89,322.47
"TMEM218",89.37,84.37,95.49,90.45
"SLC37A2",4.61,5.62,6.98,7.75
"DPAGT1",236.63,222.74,233.62,230.01
"ROBO4",0,0,0,0
"HMBS",438.68,444.08,442.56,430.15
"VPS11",499.88,550.95,495.42,534.09
"ROBO3",0,0.56,0.25,0.29
"ABCG4",1.02,0.84,1.25,0.86
"MCAM",933.7,887.6,892.6,920.31
"PIN1",724.47,641.51,672.69,723.61
"OLFM2",1.79,0.56,1,2.3
"ICAM5",4.1,5.06,3.74,3.73
"TYK2",327.79,341.15,326.37,335.96
"PDE4A",70.42,84.65,87.76,71.79
"ILF3",1244.33,1291.18,1285.29,1244.21
"BMP5",0,0,0,0
"TMED1",453.76,397.42,368.58,419.31
"SCG3",0,0,0,0
"YIPF2",198.08,211.87,200.21,201
"LYSMD2",8.96,7.59,7.73,7.18
"CARM1",623.19,635.8,667.21,643.22
"TMOD2",0,1.12,0,0.29
"SMARCA4",2058.18,2118.6,2164.18,2058.56
"BCL2L10",0,0,0,0
"GNB5",101.15,87.19,87.76,102.8
"LDLR",1313.48,1219.47,1318.7,1239.33
"KANK2",701.94,705.08,719.31,739.98
"DOCK6",547.77,546.74,546.03,520.31
"POLR2M",2276.37,2278.06,2269.15,2319.58
"RAB27A",152.88,162,158.57,142.71
"AQP9",0,0,0,0
"LIPC",0,0.28,0,0
"SLTM",510.64,542.8,550.27,554.48
"RSL24D1",489.9,463.49,472.23,486.71
"NEDD4",9870.67,10081.98,10140.97,9875.29
"RNF111",427.16,436.49,449.29,429.57
"CCNB2",1021.28,1005.16,1015.02,1008.17
"MYO1E",915.77,946.38,932.99,915.71
"MNS1",257.83,247.94,260.49,284.57
"FAM81A",119.85,122.34,125.66,133.52
"GCNT3",0.51,0,0,0.29
"TCF12",1391.33,1464.99,1473.54,1459.86
"ANXA2",3484.59,3200.82,3287.9,3310.81
"CGNL1",755.2,761.6,789.13,778.17
"ICE2",167.48,184.21,166.55,173.72
"RORA",329.33,316.68,342.58,341.42
"RP9",415.89,402.46,410.15,445.08
"ITGA11",0.26,0.28,0,0
"FEM1B",1083.25,1100.78,1111.51,1106.09
"CLN6",212.81,234.56,235.37,235.17
"CALML4",3.33,4.78,4.99,4.59
"ANP32A",1855.87,1852.83,1905.62,1958.35
"IRAK1BP1",168.51,174.09,168.3,181.19
"GLCE",302.95,348.46,336.35,325.34
"PHIP",1023.07,1049.03,1068.63,948.16
"KIF23",1078.9,1076.88,1160.38,1161.8
"ANKK1",0.26,0,0.25,0.29
"LCA5",162.1,167.9,177.77,166.26
"DRD2",0,0,0,0
"SH3BGRL2",324.72,308.52,321.14,324.19
"ELOVL4",1.79,0.84,2.49,2.3
"BCKDHB",67.35,59.62,66.57,68.34
"ZW10",537.27,549.55,531.07,510.26
"TENT5A",4.1,2.25,1.99,3.45
"USP28",270.69,269.99,272.02,256.42
"TMPRSS5",0,0,0,0
"HTR3A",0,0,0,0
"NNMT",2.82,3.09,2.24,3.73
"CYP19A1",0,0,0,0
"PAQR5",314.22,306.27,314.15,296.34
"IDH3A",645.34,642.08,626.81,639.76
"TLE3",778.25,761.32,786.88,770.42
"ACSBG1",5.89,3.37,3.24,5.74
"DNAJA4",130.86,127.68,134.89,118.98
"IMP3",349.3,343.96,358.04,358.65
"THSD4",61.21,57.94,69.56,62.02
"PTPN9",736.51,743.61,741.51,689.44
"CRABP1",0,0,0,0
"NR2E3",0,0,0,0.29
"IREB2",1168.28,1223.97,1227.7,1157.2
"PKM",17539.49,15716.12,16475.61,16533.67
"MAN2C1",332.4,366.18,329.11,364.68
"CELF6",0,0.28,0.25,0
"NEIL1",142.13,163.96,150.35,143.29
"COMMD4",267.1,247.49,237.11,253.55
"1700017B05RIK",883.25,918.82,903.82,890.16
"PSMA4",771.34,777.07,783.89,789.37
"CHRNA3",0,0,0,0
"FAM219B",161.08,160.59,162.06,176.31
"MPI",181.57,180,171.54,197.56
"UBE2Q2",373.63,411.18,402.42,397.99
"ULK3",149.04,170.43,161.32,153.62
"FBXO22",373.89,409.77,363.77,395.11
"CYP1A2",0,0,0,0
"NRG4",2.05,4.22,3.99,2.01
"CSK",759.3,792.54,799.35,786.5
"TMEM266",0,0,0.25,0.29
"ETFA",906.04,914.88,848.72,925.48
"CYP1A1",0,0,0,1.15
"CLK3",304.2,291.99,292.85,292.97
"ISL2",25.35,29.53,26.93,26.99
"RCN2",838.95,803.51,818.8,845.08
"PSTPIP1",44.3,41.06,36.9,44.22
"CYP11A1",0,0,0,0
"TSPAN3",1054.06,1043.69,1023.25,1073.93
"STRA6",9.73,5.34,7.98,2.58
"TMEM30A",2024.12,2007.79,2042.75,2049.95
"HMG20A",407.44,398.52,417.38,405.17
"COX7A2",843.81,839.23,801.09,815.79
"COL12A1",44.82,44.72,38.15,38.76
"STOML1",108.58,119.81,111.2,99.93
"LOXL1",0.77,0.56,1,1.44
"NPTN",1771.36,1886.29,1866.73,1890.29
"HCN4",0,0,0,0.57
"NEO1",1014.11,957.35,1047.43,965.39
"MTO1",170.53,170.4,170.93,173.34
"IMPG1",0,0,0,0
"CGAS",286.31,285.46,255.81,296.62
"OOEP",0,0,0,0
"GSTA4",8.71,9,9.47,5.74
"ELOVL5",614.36,610.3,645.51,615.64
"GCLC",521.91,544.2,538.05,546.73
"LRRC1",913.98,945.82,894.84,918.3
"TMED3",100.39,105.75,95.99,105.38
"MLIP",0,0,0,0
"RASGRF1",0,0,0,0
"TINAG",31.75,21.66,30.67,31.3
"FAM83B",9.22,10.12,6.73,6.89
"CTSH",402.31,360.83,347.32,384.2
"HCRTR2",0,0,0,0
"ADAMTS7",76.06,70.31,61.33,71.79
"TPM1",6485.18,6459.02,6774.77,6757.44
"ZIC1",0,0,0,0
"PLSCR1",532.66,540.27,537.8,570.29
"LACTB",143.15,142.87,142.12,159.37
"PLSCR2",666.6,650.23,619.83,657.85
"CAR12",114.73,106.87,109.95,96.19
"PLOD2",1237.58,1108.15,1215.55,1141.2
"APH1B",120.85,128.83,126,117.6
"USP3",393.1,413.15,398.93,412.34
"PLSCR4",6.91,5.34,4.24,8.04
"DAPK2",21.26,18,22.44,30.44
"CIAO2A",320.88,293.9,298.95,304.95
"SNX1",703.22,682.86,657.73,709.83
"PPIB",1505.85,1412.4,1369.82,1440.95
"CSNK1G1",332.4,348.18,329.86,341.42
"TRIP4",380.8,392.05,389.7,380.18
"RBPMS2",61.21,61.87,69.31,71.79
"SPG21",652.51,665.98,652.49,649.53
"PARP16",81.18,77.34,86.77,86.14
"DPP8",735.74,779.6,779.4,747.16
"IGDCC3",0,0,0,0
"DIS3L",292.2,313.3,289.97,301.5
"TIPIN",699.38,702.54,710.59,695.18
"SNAPC5",131.12,147.37,143.61,149.89
"RPL4",11224.1,11167.02,11484.85,11800.33
"ZWILCH",618.19,651.64,681.17,667.04
"LCTL",0.26,0,0,0.29
"SMAD3",1006.94,1092.06,1121.98,1040.91
"2300009A05RIK",39.44,44.36,39.76,45.72
"PIAS1",405.64,379.11,400.67,370.42
"U2SURP",870.96,924.16,926.01,887.57
"ATR",371.33,378.27,387.21,355.78
"XRN1",397.45,433.96,455.77,402.01
"TFDP2",574.66,572.05,608.61,571.14
"ATP1B3",1072.75,1082.22,1086.58,1118.15
"RASA2",258.65,270.84,272.27,286.29
"UBE2CBP",41.23,34.87,33.41,43.36
"RWDD2A",19.97,22.5,22.19,22.11
"ME1",673,690.17,677.93,679.3
"TBX18",0,0,0.75,0
"NT5E",2.3,1.69,1.99,2.3
"SNX14",304.04,315.55,312.16,298.35
"SYNCRIP",1724.73,1797.42,1790.93,1728.9
"ZFP949",120.36,112.78,130.4,121.75
"CRTAP",451.74,424.68,422.86,450.82
"CMTM6",1096.06,1135.09,1130.46,1124.18
"DYNC1LI1",533.69,541.67,529.33,522.61
"CMTM7",221.51,217.12,196.96,208.46
"STT3B",1455.86,1495.09,1508.94,1546
"TGFBR2",831.52,826.85,854.7,803.15
"ZCWPW2",0,0,0.5,0
"EOMES",8.45,10.12,9.47,11.77
"SLC25A36",574.66,598.72,588.12,568.21
"TRIM42",0,0,0,0
"CLSTN2",0,0,0,0.57
"RBP2",0,0,0,0
"NMNAT3",140.85,147.37,130.15,144.72
"COPB2",1324.75,1304.97,1399.73,1398.98
"MRPS22",221.26,224.15,237.11,226.27
"PIK3CB",502.8,487.69,505.82,506.22
"FAIM",148.28,151.31,129.4,139.27
"ARMC8",372.61,384.18,414.14,399.14
"DBR1",326.77,318.65,322.38,320.74
"MRAS",82.72,89.72,91.01,93.04
"CLDN18",0,0,0,0
"NCK1",250.2,250.59,236.36,247.81
"CDC25A",499.37,503.99,478.96,492.46
"NME6",102.69,102.37,101.48,96.48
"MAP4",1143.43,1140.16,1154.39,1118.15
"DHX30",1050.73,1022.6,1061.89,1045.79
"SMARCC1",1758.05,1781.11,1831.82,1817.93
"CSPG5",5.12,4.5,6.48,2.3
"NGP",0.26,0,0,0
"SCAP",648.41,661.47,662.22,676.51
"PTGS2",330.1,341.99,349.06,291.74
"KIF9",60.69,59.34,67.07,59.73
"NRADD",175.93,185.06,182.26,200.43
"PTH1R",1.79,1.12,1.99,0.29
"PRSS44",0,0,0,0
"TDGF1",0,0,0,0
"LRRC2",0,0,0,0
"LTF",0,0,0,0
"LRRFIP2",619.99,669.08,662.47,609.04
"MLH1",237.39,240.46,236.11,231.44
"DCLK3",316.53,346.49,317.4,339.98
"TRIB1",463.01,455.33,455.77,455.99
"STAC",0,0.28,0.25,0
"ARPP21",0,0,0,0
"PDCD6IP",2652.05,2685.02,2753.84,2602.13
"FBXL2",55.6,50.78,57.27,57.48
"MYD88",190.79,190.96,195.22,180.04
"SCN5A",2.05,1.12,1.99,1.15
"WDR48",773.87,819.19,786.75,835.07
"GORASP1",276.09,248.68,278.63,266.43
"TTC21A",7.68,5.91,5.24,8.04
"CSRNP1",224.85,209.53,194.98,198.71
"MOBP",0,0,0,0
"RPSA",10132.77,9419.66,9438.36,9875.86
"SLC25A38",76.83,89.44,76.79,91.6
"HHATL",0,0,0,0
"NKTR",1016.66,1119.62,1152.4,1001.27
"SS18L2",69.91,86.06,80.03,79.25
"PCCB",271.45,256.49,258.06,251.25
"VIPR1",0,0,0,0.29
"LYZL4",0,0,0,0
"AMOTL2",5995.29,5513.48,5813.11,5487.39
"CCK",0,0,0,0
"CEP63",155.4,156.32,163.52,172.17
"TRAK1",289.64,285.74,296.45,272.79
"EPHB1",0.51,0,0.25,0
"ABHD5",177.61,168.89,202.46,190.52
"RYK",1124.74,1140.44,1125.97,1131.65
"SLCO2A1",710.39,698.61,740.26,667.91
"RAB6B",28.17,27,28.67,23.83
"1110059G10RIK",108.84,123.47,101.73,107.11
"SRPRB",785.17,723.07,709.09,769.27
"TRF",0,0,0,0
"TOPBP1",2220.29,2273,2239.23,2255.83
"BFSP2",0,0,0.25,0.29
"UBA5",475.81,488.8,463,505.95
"NPHP3",47.89,70.59,56.6,48.53
"DNAJC13",969.81,1030.19,1025.49,989.8
"ACPP",0,0,0,0
"GNAI2",6473.91,6322.61,6288.58,6605.25
"MRPL3",518.58,520.3,494.67,508.25
"CPNE4",0,0,0,0
"NUDT16",44.56,51.47,53.86,37.33
"NUDT16L2",0,0,0,0
"ASTE1",109.39,103.32,102.79,104.79
"ATP2C1",657.09,669.81,666.14,659.6
"PIK3R4",400.27,422.99,409.65,397.41
"COL6A4",0,0,0,0
"MANF",861.74,759.35,749.98,790.23
"MAPKAPK3",28.17,32.62,28.67,24.69
"CISH",165.69,193.78,190.74,205.88
"HEMK1",109.86,124.87,124.17,119.45
"RBM5",1016.93,1058.03,1092.81,1023.11
"RBM6",614.87,645.73,618.84,615.64
"MON1A",98.08,92.81,98.73,109.4
"MST1R",3.84,3.09,4.24,2.58
"TRAIP",301.42,337.49,315.15,320.74
"BSN",1.54,0.84,1.5,1.15
"APEH",497.84,491.05,495.17,524.04
"MST1",0.51,0,0,0.29
"AMIGO3",13.06,15.75,14.71,15.51
"IP6K1",1190.3,1243.62,1177.32,1216.6
"CDHR4",0,0,0,0
"UBA7",59.16,64.4,61.33,72.94
"NCKIPSD",130.35,144.84,133.14,140.99
"IP6K2",455.84,489.08,427.35,453.41
"PRKAR2A",1113.73,1101.63,1125.97,1104.37
"SLC25A20",292.2,278.43,285.23,283.99
"QARS",1185.69,1169.13,1138.19,1222.1
"NICN1",247.89,262.12,258.8,261.02
"AMT",33.29,34.59,31.17,28.43
"KLHDC8B",130.35,136.4,129.4,122.9
"1700102P08RIK",1.28,1.12,1,2.58
"USP4",970.06,922.76,971.39,974.29
"NT5M",140.08,148.21,124.91,135.82
"SREK1",333.68,370.4,377.73,339.12
"OAS1D",0,0,0,0
"EML4",766.47,791.98,800.35,798.56
"THSD7A",0,0,1.99,0.86
"FLCN",506.8,559.67,492.43,508.83
"ATXN2L",1537.81,1646.96,1614.41,1494.6
"CHSY1",214.55,239.17,237.86,233.78
"GPR19",78.11,82.97,82.28,82.12
"FHL3",224.59,225.84,243.1,219.38
"PYGM",3.59,3.94,2.49,4.02
"COLGALT2",0.26,0,0,0
"CREBL2",159.29,157.78,145.61,146.16
"MARCHF3",51.47,39.94,33.16,35.89
"ENTREP3",22.02,26.16,21.69,22.4
"OAS3",6.15,5.34,4.74,2.87
"1700025G04RIK",312.43,311.62,350.06,323.9
"PON2",567.24,553.49,557.75,551.04
"A930018P22RIK",0,0,0,0
"PRORSD1",78.36,101.81,89.76,93.9
"CD59A",120.62,104.06,105.47,113.14
"6820408C15RIK",1.28,1.69,0,0
"MALT1",416.14,475.3,450.54,453.69
"OAS2",0,0,0,0
"NLRP3",0,0,0,0
"LMO2",0,0,0,0
"KANK1",1769.57,1769.3,1793.18,1672.63
"EXD2",424.08,417.93,419.87,402.87
"RESF1",624.86,710.7,678.18,674.8
"SYDE1",580.04,612.55,595.4,591.81
"TRIB3",736,693.54,701.36,712.13
"MDFI",86.81,83.53,69.31,82.7
"MANSC1",0,0,0,0
"SBSPON",0,0,0,0
"ABTB2",200.77,200.53,208.94,213.35
"FOLR2",0,0.28,0,0.86
"BMP8A",6.4,6.47,3.99,7.47
"MIER3",299.37,300.65,288.97,276.24
"SNX33",248.92,301.21,250.33,266.76
"ABLIM3",1.02,1.12,0.75,0.57
"INPPL1",1574.9,1630.92,1563.05,1651.67
"PRAM1",0,0,0,0
"CCDC88A",507.82,508.49,546.28,497.63
"TPCN1",1114.5,1101.35,1188.3,1115.28
"KATNIP",292.97,324.27,304.68,295.47
"HEYL",1.79,2.53,1,0.29
"GPBP1",1267.13,1220.59,1191.05,1177.59
"GAB3",0,0.28,2.24,0.57
"SLC8B1",281.44,286.87,272.77,251.83
"BET1",358.52,354.65,330.61,339.7
"KAP",0,0,0.25,0
"ILVBL",254.81,261.84,246.09,242.93
"GNG11",0,0,0,0
"TRPA1",23.3,25.03,19.2,34.17
"CHRM1",0,0,0,0
"MCTP2",46.35,45.28,51.61,49.1
"GTF3C1",1561.63,1553.3,1623.38,1480.25
"CNTROB",563.91,605.23,585.43,615.36
"TROAP",553.41,616.2,611.11,601.29
"ALAS1",354.94,384.46,356.79,348.88
"PDXK",1014.62,1088.69,1086.58,1039.19
"LAMA1",34.57,28.41,34.91,30.15
"SRXN1",284.26,273.37,307.67,289.44
"CDV3",1716.3,1665.24,1716.88,1741.55
"SLC10A3",97.31,109.77,112.45,113.42
"ALOX12B",0.26,0.28,0,0
"CYP2C38",0,0,0,0
"ARAP1",566.98,552.36,594.15,549.6
"FANCA",578.08,632.52,618.78,630.91
"IGDCC4",0,0,0,0
"LOXHD1",0,0,0,0
"ANK2",0,0,0.25,0
"PPP1R9A",272.73,284.9,298.45,279.11
"PWP2",803.35,801.26,774.17,765.25
"TRPC1",88.86,88.87,87.76,83.56
"SPRING1",505.77,500.33,533.07,509.97
"PRR5L",58.13,48.37,55.6,58.87
"ABCC10",97.57,97.87,94.99,97.63
"ALPK2",0,0.28,0.25,0.29
"ZSWIM6",362.37,374.9,384.22,365.25
"ABCC4",1526.03,1594.08,1601.19,1400.42
"RNFT2",21.51,28.97,27.68,23.55
"RSPO4",0,0,0,0
"UGT8A",363.9,395.71,373.25,398.56
"PKD1",792.41,844.3,890.86,769.2
"P2RY2",159.03,143.71,158.57,149.32
"RAG2",0,0,0,0
"FBXW8",2239.67,2115.31,2181.5,2218.73
"PSMF1",591.05,583.86,586.92,601.86
"SMAP2",355.71,388.68,403.17,382.48
"CYB5R4",291.44,281.81,300.95,297.78
"ARHGEF17",2153.96,2166.13,2295.57,2115.7
"CCDC85A",0,0,0,0
"ACSL3",702.45,706.76,696.63,708.39
"GM6685",5.63,5.91,7.25,6.6
"RIMS3",0.26,0,0,0
